Reach to Deadlock States:
----------------------------------------------------------------------
| No. | State       | Previous State | Transition           |
| 2818 | (0, 7, 0, 0) | (0, 7, 5, 0) | t(3,0)               |
| 2819 | (0, 7, 1, 0) | (0, 7, 0, 0) | t(3,1)               |
| 2820 | (0, 7, 2, 0) | (0, 7, 1, 0) | t(3,2)               |
| 2821 | (10, 7, 4, 2) | (10, 7, 3, 2) | t(3,4)               |
| 2822 | (10, 7, 5, 1) | (10, 7, 4, 1) | t(3,5)               |
| 2823 | (10, 7, 5, 2) | (10, 7, 4, 1) | t(4,2)               |
| 2824 | (10, 7, 0, 2) | (10, 7, 5, 2) | t(3,0)               |
| 2825 | (10, 7, 1, 2) | (10, 7, 0, 2) | t(3,1)               |
| 2826 | (10, 7, 2, 2) | (10, 7, 1, 2) | t(3,2)               |
| 2827 | (10, 7, 3, 2) | (10, 7, 2, 2) | t(3,3)               |
| 2828 | (10, 7, 0, 1) | (10, 7, 5, 1) | t(3,0)               |
| 2829 | (10, 7, 1, 1) | (10, 7, 0, 1) | t(3,1)               |
| 2830 | (10, 7, 2, 1) | (10, 7, 1, 1) | t(3,2)               |
| 2831 | (10, 7, 0, 0) | (10, 7, 5, 0) | t(3,0)               |
| 2832 | (10, 7, 1, 0) | (10, 7, 0, 0) | t(3,1)               |
| 2833 | (0, 7, 3, 5) | (0, 7, 2, 5) | t(3,3)               |
| 2834 | (0, 7, 4, 5) | (10, 7, 3, 5) | t(3,4)               |
| 2835 | (0, 7, 5, 5) | (0, 7, 4, 5) | t(3,5)               |
| 2836 | (1, 7, 4, 5) | (1, 7, 3, 5) | t(3,4)               |
| 2837 | (1, 7, 5, 5) | (0, 7, 4, 5) | t(3,5)               |
| 2838 | (1, 7, 0, 5) | (1, 7, 5, 5) | t(3,0)               |
| 2839 | (1, 7, 1, 5) | (1, 7, 0, 5) | t(3,1)               |
| 2840 | (1, 7, 2, 5) | (1, 7, 1, 5) | t(3,2)               |
| 2841 | (1, 7, 3, 5) | (1, 7, 2, 5) | t(3,3)               |
| 2842 | (0, 7, 0, 5) | (0, 7, 5, 5) | t(3,0)               |
| 2843 | (0, 7, 1, 5) | (0, 7, 0, 5) | t(3,1)               |
| 2844 | (0, 7, 2, 5) | (0, 7, 1, 5) | t(3,2)               |
| 2845 | (10, 7, 0, 5) | (10, 7, 5, 5) | t(3,0)               |
| 2846 | (10, 7, 1, 5) | (10, 7, 0, 5) | t(3,1)               |
| 2847 | (9, 7, 3, 1) | (9, 7, 2, 1) | t(3,3)               |
| 2848 | (9, 7, 4, 1) | (9, 7, 3, 0) | t(4,1)               |
| 2849 | (9, 7, 4, 2) | (9, 7, 3, 2) | t(3,4)               |
| 2850 | (9, 7, 5, 1) | (9, 7, 4, 1) | t(3,5)               |
| 2851 | (9, 7, 5, 2) | (9, 7, 4, 1) | t(4,2)               |
| 2852 | (9, 7, 0, 2) | (9, 7, 5, 2) | t(3,0)               |
| 2853 | (9, 7, 1, 2) | (9, 7, 0, 2) | t(3,1)               |
| 2854 | (9, 7, 2, 2) | (9, 7, 1, 2) | t(3,2)               |
| 2855 | (9, 7, 3, 2) | (9, 7, 2, 2) | t(3,3)               |
| 2856 | (9, 7, 0, 1) | (9, 7, 5, 1) | t(3,0)               |
| 2857 | (9, 7, 1, 1) | (9, 7, 0, 1) | t(3,1)               |
| 2858 | (9, 7, 2, 1) | (9, 7, 1, 1) | t(3,2)               |
| 2859 | (9, 7, 0, 0) | (9, 7, 5, 0) | t(3,0)               |
| 2860 | (10, 7, 2, 4) | (10, 7, 1, 4) | t(3,2)               |
| 2861 | (10, 7, 3, 4) | (9, 7, 2, 4) | t(3,3)               |
| 2862 | (10, 7, 4, 4) | (9, 7, 4, 4) | t(1,10)              |
| 2863 | (0, 7, 3, 4) | (0, 7, 2, 4) | t(3,3)               |
| 2864 | (0, 7, 4, 4) | (10, 7, 3, 4) | t(3,4)               |
| 2865 | (0, 7, 5, 4) | (10, 7, 5, 4) | t(1,0)               |
| 2866 | (1, 7, 4, 4) | (1, 7, 3, 4) | t(3,4)               |
| 2867 | (1, 7, 5, 4) | (0, 7, 4, 4) | t(3,5)               |
| 2868 | (1, 7, 0, 4) | (0, 7, 0, 4) | t(1,1)               |
| 2869 | (8, 7, 5, 4) | (7, 7, 4, 4) | t(3,5)               |
| 2870 | (9, 7, 0, 5) | (8, 7, 5, 5) | t(3,0)               |
| 2871 | (8, 7, 4, 1) | (8, 7, 3, 1) | t(3,4)               |
| 2872 | (9, 7, 5, 4) | (8, 7, 4, 4) | t(3,5)               |
| 2873 | (9, 7, 0, 4) | (8, 7, 5, 4) | t(3,0)               |
| 2874 | (10, 7, 0, 4) | (9, 7, 5, 4) | t(3,0)               |
| 2875 | (10, 7, 1, 4) | (9, 7, 0, 4) | t(3,1)               |
| 2876 | (0, 7, 1, 4) | (10, 7, 0, 4) | t(3,1)               |
| 2877 | (0, 7, 2, 4) | (10, 7, 1, 4) | t(3,2)               |
| 2878 | (1, 7, 2, 4) | (0, 7, 1, 4) | t(3,2)               |
| 2879 | (1, 7, 3, 4) | (0, 7, 2, 4) | t(3,3)               |
| 2880 | (10, 7, 5, 4) | (9, 7, 5, 4) | t(1,10)              |
| 2881 | (0, 7, 0, 4) | (10, 7, 0, 4) | t(1,0)               |
| 2882 | (1, 7, 1, 4) | (0, 7, 1, 4) | t(1,1)               |
| 2883 | (7, 6, 3, 1) | (7, 6, 2, 0) | t(4,1)               |
| 2884 | (8, 6, 2, 1) | (8, 6, 1, 0) | t(4,1)               |
| 2885 | (8, 6, 2, 2) | (8, 6, 1, 1) | t(4,2)               |
| 2886 | (8, 6, 3, 1) | (8, 6, 2, 1) | t(3,3)               |
| 2887 | (8, 6, 3, 2) | (7, 6, 2, 1) | t(4,2)               |
| 2888 | (8, 6, 4, 2) | (8, 6, 3, 1) | t(4,2)               |
| 2889 | (8, 6, 4, 3) | (8, 6, 3, 2) | t(4,3)               |
| 2890 | (9, 6, 3, 2) | (9, 6, 2, 1) | t(4,2)               |
| 2891 | (9, 6, 3, 3) | (9, 6, 2, 2) | t(4,3)               |
| 2892 | (9, 6, 4, 2) | (9, 6, 3, 2) | t(3,4)               |
| 2893 | (9, 6, 4, 3) | (8, 6, 3, 2) | t(4,3)               |
| 2894 | (9, 6, 5, 3) | (9, 6, 4, 2) | t(4,3)               |
| 2895 | (9, 6, 5, 4) | (9, 6, 4, 3) | t(4,4)               |
| 2896 | (10, 6, 4, 3) | (10, 6, 3, 2) | t(4,3)               |
| 2897 | (10, 6, 4, 4) | (10, 6, 3, 3) | t(4,4)               |
| 2898 | (10, 6, 5, 3) | (10, 6, 4, 3) | t(3,5)               |
| 2899 | (10, 6, 5, 4) | (9, 6, 4, 3) | t(4,4)               |
| 2900 | (10, 6, 5, 5) | (10, 6, 4, 5) | t(3,5)               |
| 2901 | (10, 6, 0, 4) | (10, 6, 5, 3) | t(4,4)               |
| 2902 | (10, 6, 0, 5) | (10, 6, 5, 4) | t(4,5)               |
| 2903 | (0, 6, 5, 4) | (0, 6, 4, 3) | t(4,4)               |
| 2904 | (0, 6, 5, 5) | (0, 6, 4, 4) | t(4,5)               |
| 2905 | (0, 6, 0, 4) | (0, 6, 5, 4) | t(3,0)               |
| 2906 | (0, 6, 0, 5) | (10, 6, 5, 4) | t(4,5)               |
| 2907 | (0, 6, 0, 0) | (0, 6, 5, 0) | t(3,0)               |
| 2908 | (0, 6, 1, 5) | (0, 6, 0, 4) | t(4,5)               |
| 2909 | (0, 6, 1, 0) | (0, 6, 0, 5) | t(4,0)               |
| 2910 | (0, 6, 1, 1) | (0, 6, 0, 0) | t(4,1)               |
| 2911 | (0, 6, 2, 0) | (0, 6, 1, 5) | t(4,0)               |
| 2912 | (0, 6, 2, 1) | (0, 6, 1, 0) | t(4,1)               |
| 2913 | (0, 6, 2, 2) | (0, 6, 1, 1) | t(4,2)               |
| 2914 | (0, 6, 3, 1) | (0, 6, 2, 0) | t(4,1)               |
| 2915 | (0, 6, 3, 2) | (0, 6, 2, 1) | t(4,2)               |
| 2916 | (0, 6, 3, 3) | (0, 6, 2, 2) | t(4,3)               |
| 2917 | (0, 6, 4, 2) | (0, 6, 3, 1) | t(4,2)               |
| 2918 | (0, 6, 4, 3) | (0, 6, 3, 2) | t(4,3)               |
| 2919 | (0, 6, 4, 4) | (0, 6, 3, 3) | t(4,4)               |
| 2920 | (0, 6, 5, 3) | (0, 6, 4, 2) | t(4,3)               |
| 2921 | (0, 6, 1, 4) | (0, 6, 0, 3) | t(4,4)               |
| 2922 | (0, 6, 2, 5) | (0, 6, 1, 4) | t(4,5)               |
| 2923 | (0, 6, 3, 0) | (0, 6, 2, 5) | t(4,0)               |
| 2924 | (0, 6, 4, 1) | (0, 6, 3, 0) | t(4,1)               |
| 2925 | (0, 6, 5, 2) | (0, 6, 4, 1) | t(4,2)               |
| 2926 | (0, 6, 0, 3) | (0, 6, 5, 3) | t(3,0)               |
| 2927 | (0, 6, 1, 3) | (0, 6, 0, 2) | t(4,3)               |
| 2928 | (0, 6, 2, 4) | (0, 6, 1, 3) | t(4,4)               |
| 2929 | (0, 6, 3, 5) | (0, 6, 2, 4) | t(4,5)               |
| 2930 | (0, 6, 4, 0) | (0, 6, 3, 5) | t(4,0)               |
| 2931 | (0, 6, 5, 1) | (0, 6, 4, 0) | t(4,1)               |
| 2932 | (0, 6, 0, 2) | (0, 6, 5, 2) | t(3,0)               |
| 2933 | (0, 6, 1, 2) | (0, 6, 0, 1) | t(4,2)               |
| 2934 | (0, 6, 2, 3) | (0, 6, 1, 2) | t(4,3)               |
| 2935 | (0, 6, 3, 4) | (0, 6, 2, 3) | t(4,4)               |
| 2936 | (0, 6, 4, 5) | (0, 6, 3, 4) | t(4,5)               |
| 2937 | (0, 6, 5, 0) | (0, 6, 4, 5) | t(4,0)               |
| 2938 | (0, 6, 0, 1) | (0, 6, 5, 1) | t(3,0)               |
| 2939 | (10, 6, 0, 0) | (10, 6, 5, 5) | t(4,0)               |
| 2940 | (10, 6, 1, 5) | (10, 6, 0, 4) | t(4,5)               |
| 2941 | (10, 6, 1, 0) | (10, 6, 0, 5) | t(4,0)               |
| 2942 | (10, 6, 1, 1) | (10, 6, 0, 0) | t(4,1)               |
| 2943 | (10, 6, 2, 0) | (10, 6, 1, 5) | t(4,0)               |
| 2944 | (10, 6, 2, 1) | (10, 6, 1, 0) | t(4,1)               |
| 2945 | (10, 6, 2, 2) | (10, 6, 1, 1) | t(4,2)               |
| 2946 | (10, 6, 3, 1) | (10, 6, 2, 0) | t(4,1)               |
| 2947 | (10, 6, 3, 2) | (10, 6, 2, 1) | t(4,2)               |
| 2948 | (10, 6, 3, 3) | (10, 6, 2, 2) | t(4,3)               |
| 2949 | (10, 6, 4, 2) | (10, 6, 3, 1) | t(4,2)               |
| 2950 | (10, 6, 0, 3) | (10, 6, 5, 2) | t(4,3)               |
| 2951 | (10, 6, 1, 4) | (10, 6, 0, 3) | t(4,4)               |
| 2952 | (10, 6, 2, 5) | (10, 6, 1, 4) | t(4,5)               |
| 2953 | (10, 6, 3, 0) | (10, 6, 2, 5) | t(4,0)               |
| 2954 | (10, 6, 4, 1) | (10, 6, 3, 0) | t(4,1)               |
| 2955 | (10, 6, 5, 2) | (10, 6, 4, 2) | t(3,5)               |
| 2956 | (10, 6, 0, 2) | (10, 6, 5, 1) | t(4,2)               |
| 2957 | (10, 6, 1, 3) | (10, 6, 0, 2) | t(4,3)               |
| 2958 | (10, 6, 2, 4) | (10, 6, 1, 3) | t(4,4)               |
| 2959 | (10, 6, 3, 5) | (10, 6, 2, 4) | t(4,5)               |
| 2960 | (10, 6, 4, 0) | (10, 6, 3, 5) | t(4,0)               |
| 2961 | (10, 6, 5, 1) | (10, 6, 4, 1) | t(3,5)               |
| 2962 | (10, 6, 0, 1) | (10, 6, 5, 0) | t(4,1)               |
| 2963 | (10, 6, 1, 2) | (10, 6, 0, 1) | t(4,2)               |
| 2964 | (10, 6, 2, 3) | (10, 6, 1, 2) | t(4,3)               |
| 2965 | (10, 6, 3, 4) | (10, 6, 2, 3) | t(4,4)               |
| 2966 | (10, 6, 4, 5) | (10, 6, 3, 4) | t(4,5)               |
| 2967 | (10, 6, 5, 0) | (10, 6, 4, 0) | t(3,5)               |
| 2968 | (9, 6, 5, 5) | (9, 6, 4, 4) | t(4,5)               |
| 2969 | (9, 6, 0, 4) | (9, 6, 5, 3) | t(4,4)               |
| 2970 | (9, 6, 0, 5) | (9, 6, 5, 4) | t(4,5)               |
| 2971 | (9, 6, 0, 0) | (9, 6, 5, 5) | t(4,0)               |
| 2972 | (9, 6, 1, 5) | (9, 6, 0, 4) | t(4,5)               |
| 2973 | (9, 6, 1, 0) | (9, 6, 0, 5) | t(4,0)               |
| 2974 | (9, 6, 1, 1) | (9, 6, 0, 0) | t(4,1)               |
| 2975 | (9, 6, 2, 0) | (9, 6, 1, 5) | t(4,0)               |
| 2976 | (9, 6, 2, 1) | (9, 6, 1, 0) | t(4,1)               |
| 2977 | (9, 6, 2, 2) | (9, 6, 1, 1) | t(4,2)               |
| 2978 | (9, 6, 3, 1) | (9, 6, 2, 0) | t(4,1)               |
| 2979 | (9, 6, 5, 2) | (9, 6, 4, 1) | t(4,2)               |
| 2980 | (9, 6, 0, 3) | (9, 6, 5, 2) | t(4,3)               |
| 2981 | (9, 6, 1, 4) | (9, 6, 0, 3) | t(4,4)               |
| 2982 | (9, 6, 3, 0) | (9, 6, 2, 5) | t(4,0)               |
| 2983 | (9, 6, 4, 1) | (9, 6, 3, 1) | t(3,4)               |
| 2984 | (9, 6, 5, 1) | (9, 6, 4, 0) | t(4,1)               |
| 2985 | (9, 6, 0, 2) | (9, 6, 5, 1) | t(4,2)               |
| 2986 | (9, 6, 1, 3) | (9, 6, 0, 2) | t(4,3)               |
| 2987 | (9, 6, 4, 0) | (9, 6, 3, 0) | t(3,4)               |
| 2988 | (9, 6, 5, 0) | (9, 6, 4, 5) | t(4,0)               |
| 2989 | (9, 6, 0, 1) | (9, 6, 5, 0) | t(4,1)               |
| 2990 | (9, 6, 1, 2) | (9, 6, 0, 1) | t(4,2)               |
| 2991 | (9, 6, 2, 3) | (9, 6, 1, 2) | t(4,3)               |
| 2992 | (8, 6, 5, 3) | (8, 6, 4, 2) | t(4,3)               |
| 2993 | (8, 6, 5, 4) | (8, 6, 4, 3) | t(4,4)               |
| 2994 | (8, 6, 5, 5) | (8, 6, 4, 4) | t(4,5)               |
| 2995 | (8, 6, 0, 0) | (8, 6, 5, 5) | t(4,0)               |
| 2996 | (8, 6, 1, 0) | (8, 6, 0, 5) | t(4,0)               |
| 2997 | (8, 6, 1, 1) | (8, 6, 0, 0) | t(4,1)               |
| 2998 | (8, 6, 2, 0) | (8, 6, 1, 5) | t(4,0)               |
| 2999 | (8, 6, 4, 1) | (8, 6, 3, 0) | t(4,1)               |
| 3000 | (8, 6, 5, 2) | (8, 6, 4, 1) | t(4,2)               |
| 3001 | (8, 6, 0, 3) | (8, 6, 5, 2) | t(4,3)               |
| 3002 | (8, 6, 3, 0) | (8, 6, 2, 0) | t(3,3)               |
| 3003 | (8, 6, 4, 0) | (8, 6, 3, 5) | t(4,0)               |
| 3004 | (8, 6, 5, 1) | (8, 6, 4, 0) | t(4,1)               |
| 3005 | (8, 6, 0, 2) | (8, 6, 5, 1) | t(4,2)               |
| 3006 | (8, 6, 5, 0) | (8, 6, 5, 5) | t(4,0)               |
| 3007 | (8, 6, 0, 1) | (8, 6, 0, 0) | t(4,1)               |
| 3008 | (8, 6, 1, 2) | (8, 6, 1, 1) | t(4,2)               |
| 3009 | (7, 6, 0, 0) | (7, 6, 5, 5) | t(4,0)               |
| 3010 | (7, 6, 3, 0) | (7, 6, 2, 5) | t(4,0)               |
| 3011 | (7, 6, 4, 0) | (7, 6, 4, 5) | t(4,0)               |
| 3012 | (7, 6, 5, 0) | (7, 6, 5, 5) | t(4,0)               |
| 3013 | (7, 6, 0, 1) | (7, 6, 0, 0) | t(4,1)               |
| 3014 | (10, 5, 4, 3) | (10, 5, 3, 2) | t(4,3)               |
| 3015 | (10, 5, 4, 4) | (10, 5, 3, 3) | t(4,4)               |
| 3016 | (10, 5, 5, 3) | (10, 5, 4, 3) | t(3,5)               |
| 3017 | (10, 5, 5, 4) | (10, 4, 4, 3) | t(4,4)               |
| 3018 | (10, 5, 5, 5) | (10, 5, 4, 5) | t(3,5)               |
| 3019 | (10, 5, 0, 4) | (10, 5, 5, 3) | t(4,4)               |
| 3020 | (10, 5, 0, 5) | (10, 5, 5, 4) | t(4,5)               |
| 3021 | (10, 5, 0, 0) | (10, 5, 5, 5) | t(4,0)               |
| 3022 | (10, 5, 1, 5) | (10, 5, 0, 4) | t(4,5)               |
| 3023 | (10, 5, 1, 0) | (10, 5, 0, 5) | t(4,0)               |
| 3024 | (10, 5, 1, 1) | (10, 5, 0, 0) | t(4,1)               |
| 3025 | (10, 5, 2, 0) | (10, 5, 1, 5) | t(4,0)               |
| 3026 | (10, 5, 2, 1) | (10, 5, 1, 0) | t(4,1)               |
| 3027 | (10, 5, 2, 2) | (10, 5, 1, 1) | t(4,2)               |
| 3028 | (10, 5, 3, 1) | (10, 5, 2, 0) | t(4,1)               |
| 3029 | (10, 5, 3, 2) | (10, 5, 2, 1) | t(4,2)               |
| 3030 | (10, 5, 3, 3) | (10, 5, 2, 2) | t(4,3)               |
| 3031 | (10, 5, 4, 2) | (10, 5, 3, 1) | t(4,2)               |
| 3032 | (10, 5, 0, 3) | (10, 5, 5, 2) | t(4,3)               |
| 3033 | (10, 5, 1, 4) | (10, 5, 0, 3) | t(4,4)               |
| 3034 | (10, 5, 2, 5) | (10, 5, 1, 4) | t(4,5)               |
| 3035 | (10, 5, 3, 0) | (10, 5, 2, 5) | t(4,0)               |
| 3036 | (10, 5, 4, 1) | (10, 5, 3, 0) | t(4,1)               |
| 3037 | (10, 5, 5, 2) | (10, 5, 4, 2) | t(3,5)               |
| 3038 | (10, 5, 0, 2) | (10, 5, 5, 1) | t(4,2)               |
| 3039 | (10, 5, 1, 3) | (10, 5, 0, 2) | t(4,3)               |
| 3040 | (10, 5, 2, 4) | (10, 5, 1, 3) | t(4,4)               |
| 3041 | (10, 5, 3, 5) | (10, 5, 2, 4) | t(4,5)               |
| 3042 | (10, 5, 4, 0) | (10, 5, 3, 5) | t(4,0)               |
| 3043 | (10, 5, 5, 1) | (10, 5, 4, 1) | t(3,5)               |
| 3044 | (10, 5, 0, 1) | (10, 5, 5, 0) | t(4,1)               |
| 3045 | (10, 5, 1, 2) | (10, 5, 0, 1) | t(4,2)               |
| 3046 | (10, 5, 2, 3) | (10, 5, 1, 2) | t(4,3)               |
| 3047 | (10, 5, 3, 4) | (10, 5, 2, 3) | t(4,4)               |
| 3048 | (10, 5, 4, 5) | (10, 5, 3, 4) | t(4,5)               |
| 3049 | (10, 5, 5, 0) | (10, 5, 4, 0) | t(3,5)               |
| 3050 | (9, 4, 3, 2) | (9, 4, 2, 1) | t(4,2)               |
| 3051 | (9, 4, 3, 3) | (9, 4, 2, 2) | t(4,3)               |
| 3052 | (9, 4, 4, 2) | (9, 4, 3, 2) | t(3,4)               |
| 3053 | (9, 4, 4, 3) | (9, 3, 3, 2) | t(4,3)               |
| 3054 | (9, 4, 4, 4) | (9, 4, 3, 4) | t(3,4)               |
| 3055 | (9, 4, 5, 3) | (9, 4, 4, 2) | t(4,3)               |
| 3056 | (9, 4, 5, 4) | (9, 4, 4, 3) | t(4,4)               |
| 3057 | (9, 5, 4, 3) | (9, 5, 3, 2) | t(4,3)               |
| 3058 | (9, 5, 4, 4) | (9, 5, 3, 3) | t(4,4)               |
| 3059 | (9, 5, 5, 3) | (9, 5, 4, 3) | t(3,5)               |
| 3060 | (9, 5, 5, 4) | (9, 4, 4, 3) | t(4,4)               |
| 3061 | (9, 5, 5, 5) | (9, 5, 4, 5) | t(3,5)               |
| 3062 | (9, 5, 0, 4) | (9, 5, 5, 3) | t(4,4)               |
| 3063 | (9, 5, 0, 5) | (9, 5, 5, 4) | t(4,5)               |
| 3064 | (9, 5, 0, 0) | (9, 5, 5, 5) | t(4,0)               |
| 3065 | (9, 5, 1, 5) | (9, 5, 0, 4) | t(4,5)               |
| 3066 | (9, 5, 1, 0) | (9, 5, 0, 5) | t(4,0)               |
| 3067 | (9, 5, 1, 1) | (9, 5, 0, 0) | t(4,1)               |
| 3068 | (9, 5, 2, 0) | (9, 5, 1, 5) | t(4,0)               |
| 3069 | (9, 5, 2, 1) | (9, 5, 1, 0) | t(4,1)               |
| 3070 | (9, 5, 2, 2) | (9, 5, 1, 1) | t(4,2)               |
| 3071 | (9, 5, 3, 1) | (9, 5, 2, 0) | t(4,1)               |
| 3072 | (9, 5, 3, 2) | (9, 5, 2, 1) | t(4,2)               |
| 3073 | (9, 5, 3, 3) | (9, 5, 2, 2) | t(4,3)               |
| 3074 | (9, 5, 4, 2) | (9, 5, 3, 1) | t(4,2)               |
| 3075 | (9, 5, 0, 3) | (9, 5, 5, 2) | t(4,3)               |
| 3076 | (9, 5, 1, 4) | (9, 5, 0, 3) | t(4,4)               |
| 3077 | (9, 5, 2, 5) | (9, 5, 1, 4) | t(4,5)               |
| 3078 | (9, 5, 3, 0) | (9, 5, 2, 5) | t(4,0)               |
| 3079 | (9, 5, 4, 1) | (9, 5, 3, 0) | t(4,1)               |
| 3080 | (9, 5, 5, 2) | (9, 5, 4, 2) | t(3,5)               |
| 3081 | (9, 5, 0, 2) | (9, 5, 5, 1) | t(4,2)               |
| 3082 | (9, 5, 1, 3) | (9, 5, 0, 2) | t(4,3)               |
| 3083 | (9, 5, 2, 4) | (9, 5, 1, 3) | t(4,4)               |
| 3084 | (9, 5, 3, 5) | (9, 5, 2, 4) | t(4,5)               |
| 3085 | (9, 5, 4, 0) | (9, 5, 3, 5) | t(4,0)               |
| 3086 | (9, 5, 5, 1) | (9, 5, 4, 1) | t(3,5)               |
| 3087 | (9, 5, 0, 1) | (9, 5, 5, 0) | t(4,1)               |
| 3088 | (9, 5, 1, 2) | (9, 5, 0, 1) | t(4,2)               |
| 3089 | (9, 5, 2, 3) | (9, 5, 1, 2) | t(4,3)               |
| 3090 | (9, 5, 3, 4) | (9, 5, 2, 3) | t(4,4)               |
| 3091 | (9, 5, 4, 5) | (9, 5, 3, 4) | t(4,5)               |
| 3092 | (9, 5, 5, 0) | (9, 5, 4, 0) | t(3,5)               |
| 3093 | (9, 4, 5, 5) | (9, 4, 4, 4) | t(4,5)               |
| 3094 | (9, 4, 0, 4) | (9, 4, 5, 3) | t(4,4)               |
| 3095 | (9, 4, 0, 5) | (9, 4, 5, 4) | t(4,5)               |
| 3096 | (9, 4, 0, 0) | (9, 4, 5, 5) | t(4,0)               |
| 3097 | (9, 4, 1, 5) | (9, 4, 0, 4) | t(4,5)               |
| 3098 | (9, 4, 1, 0) | (9, 4, 0, 5) | t(4,0)               |
| 3099 | (9, 4, 1, 1) | (9, 4, 0, 0) | t(4,1)               |
| 3100 | (9, 4, 2, 0) | (9, 4, 1, 5) | t(4,0)               |
| 3101 | (9, 4, 2, 1) | (9, 4, 1, 0) | t(4,1)               |
| 3102 | (9, 4, 2, 2) | (9, 4, 1, 1) | t(4,2)               |
| 3103 | (9, 4, 3, 1) | (9, 4, 2, 0) | t(4,1)               |
| 3104 | (9, 4, 5, 2) | (9, 4, 4, 1) | t(4,2)               |
| 3105 | (9, 4, 0, 3) | (9, 4, 5, 2) | t(4,3)               |
| 3106 | (9, 4, 1, 4) | (9, 4, 0, 3) | t(4,4)               |
| 3107 | (9, 4, 2, 5) | (9, 4, 1, 4) | t(4,5)               |
| 3108 | (9, 4, 3, 0) | (9, 4, 2, 5) | t(4,0)               |
| 3109 | (9, 4, 4, 1) | (9, 4, 3, 1) | t(3,4)               |
| 3110 | (9, 4, 5, 1) | (9, 4, 4, 0) | t(4,1)               |
| 3111 | (9, 4, 0, 2) | (9, 4, 5, 1) | t(4,2)               |
| 3112 | (9, 4, 1, 3) | (9, 4, 0, 2) | t(4,3)               |
| 3113 | (9, 4, 2, 4) | (9, 4, 1, 3) | t(4,4)               |
| 3114 | (9, 4, 3, 5) | (9, 4, 2, 4) | t(4,5)               |
| 3115 | (9, 4, 4, 0) | (9, 4, 3, 0) | t(3,4)               |
| 3116 | (9, 4, 5, 0) | (9, 4, 4, 5) | t(4,0)               |
| 3117 | (9, 4, 0, 1) | (9, 4, 5, 0) | t(4,1)               |
| 3118 | (9, 4, 1, 2) | (9, 4, 0, 1) | t(4,2)               |
| 3119 | (9, 4, 2, 3) | (9, 4, 1, 2) | t(4,3)               |
| 3120 | (9, 4, 3, 4) | (9, 4, 2, 3) | t(4,4)               |
| 3121 | (9, 4, 4, 5) | (9, 4, 3, 5) | t(3,4)               |
| 3122 | (7, 3, 4, 5) | (7, 3, 3, 4) | t(4,5)               |
| 3123 | (7, 3, 4, 0) | (7, 3, 3, 5) | t(4,0)               |
| 3124 | (7, 3, 5, 5) | (7, 3, 4, 4) | t(4,5)               |
| 3125 | (7, 3, 5, 0) | (7, 3, 4, 5) | t(4,0)               |
| 3126 | (7, 3, 3, 4) | (6, 2, 2, 3) | t(4,4)               |
| 3127 | (7, 3, 3, 5) | (7, 3, 2, 5) | t(3,3)               |
| 3128 | (7, 3, 4, 4) | (7, 3, 3, 3) | t(4,4)               |
| 3129 | (6, 3, 2, 3) | (6, 3, 1, 3) | t(3,2)               |
| 3130 | (6, 3, 2, 4) | (6, 3, 1, 4) | t(3,2)               |
| 3131 | (6, 3, 3, 3) | (6, 3, 2, 2) | t(4,3)               |
| 3132 | (6, 3, 3, 4) | (6, 3, 2, 3) | t(4,4)               |
| 3133 | (7, 3, 2, 3) | (7, 3, 1, 2) | t(4,3)               |
| 3134 | (7, 3, 2, 4) | (7, 3, 1, 3) | t(4,4)               |
| 3135 | (7, 3, 3, 3) | (7, 3, 2, 3) | t(3,3)               |
| 3136 | (7, 3, 5, 1) | (7, 3, 4, 0) | t(4,1)               |
| 3137 | (7, 3, 0, 0) | (7, 3, 5, 5) | t(4,0)               |
| 3138 | (7, 3, 0, 1) | (7, 3, 5, 0) | t(4,1)               |
| 3139 | (7, 3, 0, 2) | (7, 3, 5, 1) | t(4,2)               |
| 3140 | (7, 3, 1, 1) | (7, 3, 0, 0) | t(4,1)               |
| 3141 | (7, 3, 1, 2) | (7, 3, 0, 1) | t(4,2)               |
| 3142 | (7, 3, 1, 3) | (7, 3, 0, 2) | t(4,3)               |
| 3143 | (7, 3, 2, 2) | (7, 3, 1, 1) | t(4,2)               |
| 3144 | (7, 3, 4, 3) | (7, 3, 3, 2) | t(4,3)               |
| 3145 | (7, 3, 5, 4) | (7, 3, 4, 3) | t(4,4)               |
| 3146 | (7, 3, 0, 5) | (7, 3, 5, 4) | t(4,5)               |
| 3147 | (7, 3, 1, 0) | (7, 3, 0, 5) | t(4,0)               |
| 3148 | (7, 3, 2, 1) | (7, 3, 1, 0) | t(4,1)               |
| 3149 | (7, 3, 3, 2) | (7, 3, 2, 2) | t(3,3)               |
| 3150 | (7, 3, 4, 2) | (7, 3, 3, 1) | t(4,2)               |
| 3151 | (7, 3, 5, 3) | (7, 3, 4, 2) | t(4,3)               |
| 3152 | (7, 3, 0, 4) | (7, 3, 5, 3) | t(4,4)               |
| 3153 | (7, 3, 1, 5) | (7, 3, 0, 4) | t(4,5)               |
| 3154 | (7, 3, 2, 0) | (7, 3, 1, 5) | t(4,0)               |
| 3155 | (7, 3, 3, 1) | (7, 3, 2, 1) | t(3,3)               |
| 3156 | (7, 3, 4, 1) | (7, 3, 3, 0) | t(4,1)               |
| 3157 | (7, 3, 5, 2) | (7, 3, 4, 1) | t(4,2)               |
