Reach to Deadlock States:
----------------------------------------------------------------------
| No. | State       | Previous State | Transition           |
| 344 | (3, 7, 0, 2) | (2, 6, 5, 1) | t(4,2)               |
| 345 | (3, 7, 1, 2) | (2, 6, 0, 2) | t(3,1)               |
| 346 | (3, 8, 0, 2) | (3, 8, 0, 1) | t(4,2)               |
| 347 | (3, 8, 1, 2) | (3, 8, 1, 1) | t(4,2)               |
| 348 | (4, 7, 0, 2) | (3, 6, 5, 2) | t(3,0)               |
| 349 | (4, 7, 1, 2) | (3, 6, 0, 1) | t(4,2)               |
| 350 | (4, 8, 0, 2) | (3, 7, 5, 2) | t(3,0)               |
| 351 | (4, 8, 1, 2) | (3, 7, 0, 2) | t(3,1)               |
| 352 | (4, 8, 1, 3) | (3, 8, 0, 2) | t(4,3)               |
| 353 | (4, 8, 2, 2) | (3, 7, 2, 2) | t(2,8)               |
| 354 | (4, 8, 2, 3) | (3, 8, 1, 2) | t(4,3)               |
| 355 | (4, 0, 1, 2) | (3, 0, 0, 1) | t(4,2)               |
| 356 | (4, 0, 1, 3) | (4, 0, 1, 2) | t(4,3)               |
| 357 | (4, 0, 2, 2) | (3, 8, 2, 1) | t(4,2)               |
| 358 | (4, 0, 2, 3) | (3, 8, 2, 2) | t(4,3)               |
| 359 | (5, 8, 1, 2) | (4, 7, 0, 1) | t(4,2)               |
| 360 | (5, 8, 1, 3) | (4, 8, 0, 3) | t(3,1)               |
| 361 | (5, 8, 2, 2) | (4, 7, 2, 2) | t(2,8)               |
| 362 | (5, 8, 2, 3) | (5, 8, 1, 3) | t(3,2)               |
| 363 | (5, 0, 1, 2) | (4, 8, 0, 1) | t(4,2)               |
| 364 | (5, 0, 1, 3) | (4, 8, 0, 2) | t(4,3)               |
| 365 | (5, 0, 2, 2) | (4, 8, 1, 1) | t(4,2)               |
| 366 | (5, 0, 2, 3) | (4, 8, 1, 2) | t(4,3)               |
| 367 | (5, 0, 2, 4) | (4, 0, 1, 3) | t(4,4)               |
| 368 | (5, 0, 3, 3) | (4, 8, 2, 2) | t(4,3)               |
| 369 | (5, 0, 3, 4) | (4, 0, 3, 3) | t(4,4)               |
| 370 | (5, 1, 2, 3) | (5, 1, 2, 2) | t(4,3)               |
| 371 | (5, 1, 2, 4) | (5, 1, 2, 3) | t(4,4)               |
| 372 | (5, 1, 3, 3) | (4, 0, 2, 2) | t(4,3)               |
| 373 | (5, 1, 3, 4) | (4, 0, 2, 3) | t(4,4)               |
| 374 | (6, 0, 2, 3) | (5, 8, 1, 2) | t(4,3)               |
| 375 | (6, 0, 2, 4) | (5, 0, 1, 4) | t(3,2)               |
| 376 | (6, 0, 3, 3) | (5, 8, 2, 2) | t(4,3)               |
| 377 | (6, 0, 3, 4) | (5, 0, 3, 4) | t(1,6)               |
| 378 | (6, 1, 2, 3) | (5, 0, 1, 2) | t(4,3)               |
| 379 | (6, 1, 2, 4) | (5, 0, 1, 3) | t(4,4)               |
| 380 | (6, 1, 3, 3) | (5, 0, 2, 2) | t(4,3)               |
| 381 | (6, 1, 3, 4) | (5, 0, 2, 3) | t(4,4)               |
| 382 | (6, 1, 3, 5) | (6, 1, 2, 5) | t(3,3)               |
| 383 | (6, 1, 4, 4) | (5, 0, 3, 3) | t(4,4)               |
| 384 | (6, 1, 4, 5) | (6, 1, 3, 5) | t(3,4)               |
| 385 | (6, 2, 3, 4) | (6, 2, 3, 3) | t(4,4)               |
| 386 | (6, 2, 3, 5) | (6, 2, 3, 4) | t(4,5)               |
| 387 | (6, 2, 4, 4) | (5, 1, 3, 3) | t(4,4)               |
| 388 | (6, 2, 4, 5) | (5, 1, 3, 4) | t(4,5)               |
| 389 | (7, 1, 3, 4) | (6, 0, 2, 3) | t(4,4)               |
| 390 | (7, 1, 3, 5) | (7, 1, 2, 5) | t(3,3)               |
| 391 | (7, 1, 4, 4) | (6, 0, 3, 3) | t(4,4)               |
| 392 | (7, 1, 4, 5) | (7, 1, 3, 5) | t(3,4)               |
| 393 | (7, 2, 3, 4) | (6, 1, 2, 3) | t(4,4)               |
| 394 | (7, 2, 3, 5) | (6, 2, 2, 4) | t(4,5)               |
| 395 | (7, 2, 4, 4) | (6, 1, 3, 3) | t(4,4)               |
| 396 | (7, 2, 4, 5) | (6, 1, 3, 4) | t(4,5)               |
| 397 | (7, 2, 4, 0) | (6, 2, 3, 5) | t(4,0)               |
| 398 | (7, 2, 5, 5) | (6, 1, 4, 4) | t(4,5)               |
| 399 | (7, 2, 5, 0) | (6, 2, 4, 5) | t(4,0)               |
| 400 | (8, 2, 4, 5) | (7, 2, 3, 4) | t(4,5)               |
| 401 | (8, 2, 4, 0) | (7, 2, 3, 5) | t(4,0)               |
| 402 | (8, 2, 5, 5) | (7, 2, 4, 4) | t(4,5)               |
| 403 | (8, 2, 5, 0) | (7, 2, 4, 5) | t(4,0)               |
| 404 | (8, 2, 5, 1) | (7, 2, 4, 1) | t(3,5)               |
| 405 | (8, 2, 0, 0) | (7, 2, 5, 5) | t(4,0)               |
| 406 | (8, 2, 0, 1) | (7, 1, 5, 1) | t(3,0)               |
| 407 | (9, 2, 5, 0) | (8, 2, 4, 5) | t(4,0)               |
| 408 | (9, 2, 5, 1) | (8, 2, 4, 0) | t(4,1)               |
| 409 | (9, 2, 0, 0) | (8, 2, 5, 5) | t(4,0)               |
| 410 | (9, 2, 0, 1) | (8, 2, 5, 0) | t(4,1)               |
| 411 | (9, 2, 1, 1) | (8, 2, 0, 0) | t(4,1)               |
| 412 | (9, 3, 0, 1) | (9, 3, 5, 0) | t(4,1)               |
| 413 | (9, 3, 0, 2) | (9, 3, 5, 1) | t(4,2)               |
| 414 | (9, 3, 1, 1) | (9, 3, 0, 0) | t(4,1)               |
| 415 | (9, 3, 1, 2) | (9, 3, 0, 1) | t(4,2)               |
| 416 | (10, 2, 0, 1) | (9, 1, 5, 0) | t(4,1)               |
| 417 | (10, 2, 0, 2) | (9, 1, 5, 1) | t(4,2)               |
| 418 | (10, 2, 1, 1) | (9, 1, 0, 0) | t(4,1)               |
| 419 | (10, 2, 1, 2) | (9, 1, 0, 1) | t(4,2)               |
| 420 | (10, 3, 0, 1) | (9, 2, 5, 0) | t(4,1)               |
| 421 | (10, 3, 0, 2) | (9, 2, 5, 1) | t(4,2)               |
| 422 | (10, 3, 1, 1) | (9, 2, 0, 0) | t(4,1)               |
| 423 | (10, 3, 1, 2) | (9, 2, 0, 1) | t(4,2)               |
| 424 | (10, 3, 2, 2) | (9, 2, 1, 1) | t(4,2)               |
| 425 | (10, 4, 1, 2) | (10, 4, 0, 1) | t(4,2)               |
| 426 | (10, 4, 1, 3) | (10, 4, 0, 2) | t(4,3)               |
| 427 | (10, 4, 2, 2) | (10, 4, 1, 1) | t(4,2)               |
| 428 | (10, 4, 2, 3) | (10, 4, 1, 2) | t(4,3)               |
| 429 | (0, 3, 1, 2) | (10, 2, 0, 1) | t(4,2)               |
| 430 | (0, 3, 1, 3) | (10, 2, 1, 2) | t(4,3)               |
| 431 | (0, 3, 2, 2) | (10, 2, 1, 1) | t(4,2)               |
| 432 | (0, 3, 2, 3) | (10, 2, 2, 2) | t(4,3)               |
| 433 | (0, 4, 1, 2) | (10, 3, 0, 1) | t(4,2)               |
| 434 | (0, 4, 1, 3) | (10, 3, 0, 2) | t(4,3)               |
| 435 | (0, 4, 2, 2) | (10, 3, 1, 1) | t(4,2)               |
| 436 | (0, 4, 2, 3) | (10, 3, 1, 2) | t(4,3)               |
| 437 | (0, 4, 3, 3) | (10, 3, 2, 2) | t(4,3)               |
| 438 | (0, 5, 2, 3) | (0, 5, 1, 2) | t(4,3)               |
| 439 | (0, 5, 2, 4) | (0, 5, 1, 3) | t(4,4)               |
| 440 | (0, 5, 3, 3) | (0, 5, 2, 2) | t(4,3)               |
| 441 | (0, 5, 3, 4) | (0, 5, 2, 3) | t(4,4)               |
| 442 | (1, 4, 2, 3) | (0, 3, 1, 2) | t(4,3)               |
| 443 | (1, 4, 2, 4) | (1, 3, 1, 3) | t(4,4)               |
| 444 | (1, 4, 3, 3) | (0, 3, 2, 2) | t(4,3)               |
| 445 | (1, 4, 3, 4) | (1, 4, 2, 4) | t(3,3)               |
| 446 | (1, 5, 2, 3) | (0, 4, 1, 2) | t(4,3)               |
| 447 | (1, 5, 2, 4) | (0, 4, 1, 3) | t(4,4)               |
| 448 | (1, 5, 3, 3) | (0, 4, 2, 2) | t(4,3)               |
| 449 | (1, 5, 3, 4) | (0, 4, 2, 3) | t(4,4)               |
| 450 | (1, 5, 4, 4) | (0, 4, 3, 3) | t(4,4)               |
| 451 | (1, 6, 3, 4) | (1, 6, 2, 3) | t(4,4)               |
| 452 | (1, 6, 3, 5) | (1, 6, 2, 4) | t(4,5)               |
| 453 | (1, 6, 4, 4) | (1, 6, 3, 3) | t(4,4)               |
| 454 | (1, 6, 4, 5) | (1, 6, 3, 4) | t(4,5)               |
| 455 | (2, 5, 3, 4) | (1, 4, 3, 3) | t(4,4)               |
| 456 | (2, 5, 3, 5) | (1, 4, 2, 5) | t(3,3)               |
| 457 | (2, 5, 4, 4) | (1, 5, 3, 3) | t(4,4)               |
| 458 | (2, 5, 4, 5) | (2, 5, 3, 4) | t(4,5)               |
| 459 | (2, 6, 3, 4) | (1, 5, 2, 3) | t(4,4)               |
| 460 | (2, 6, 3, 5) | (1, 5, 2, 4) | t(4,5)               |
| 461 | (2, 6, 4, 4) | (2, 6, 3, 3) | t(4,4)               |
| 462 | (2, 6, 4, 5) | (1, 5, 3, 4) | t(4,5)               |
| 463 | (2, 6, 5, 5) | (1, 5, 4, 4) | t(4,5)               |
| 464 | (2, 7, 4, 5) | (2, 6, 3, 4) | t(4,5)               |
| 465 | (2, 7, 4, 0) | (2, 6, 3, 5) | t(4,0)               |
| 466 | (2, 7, 5, 5) | (1, 7, 5, 5) | t(1,2)               |
| 467 | (2, 7, 5, 0) | (1, 7, 5, 0) | t(1,2)               |
| 468 | (3, 6, 4, 5) | (3, 5, 4, 4) | t(4,5)               |
| 469 | (3, 6, 4, 0) | (3, 6, 4, 5) | t(4,0)               |
| 470 | (3, 6, 5, 5) | (2, 5, 4, 4) | t(4,5)               |
| 471 | (3, 6, 5, 0) | (2, 5, 4, 5) | t(4,0)               |
| 472 | (3, 7, 4, 5) | (3, 6, 4, 5) | t(2,7)               |
| 473 | (3, 7, 4, 0) | (3, 6, 4, 5) | t(4,0)               |
| 474 | (3, 7, 5, 5) | (2, 6, 4, 4) | t(4,5)               |
| 475 | (3, 7, 5, 0) | (2, 6, 4, 5) | t(4,0)               |
| 476 | (3, 7, 0, 0) | (2, 6, 5, 5) | t(4,0)               |
| 477 | (3, 8, 5, 0) | (2, 7, 4, 5) | t(4,0)               |
| 478 | (3, 8, 5, 1) | (2, 7, 4, 1) | t(3,5)               |
| 479 | (3, 8, 0, 0) | (2, 8, 5, 5) | t(4,0)               |
| 480 | (3, 8, 0, 1) | (2, 8, 5, 0) | t(4,1)               |
| 481 | (4, 7, 5, 0) | (3, 6, 4, 5) | t(4,0)               |
| 482 | (4, 7, 5, 1) | (3, 6, 4, 1) | t(3,5)               |
| 483 | (4, 7, 0, 0) | (3, 6, 5, 5) | t(4,0)               |
| 484 | (4, 7, 0, 1) | (3, 6, 5, 0) | t(4,1)               |
| 485 | (4, 8, 5, 0) | (4, 7, 4, 0) | t(3,5)               |
| 486 | (4, 8, 5, 1) | (3, 7, 5, 1) | t(2,8)               |
| 487 | (4, 8, 0, 0) | (3, 7, 5, 5) | t(4,0)               |
| 488 | (4, 8, 0, 1) | (3, 7, 5, 0) | t(4,1)               |
| 489 | (4, 8, 1, 1) | (3, 7, 0, 0) | t(4,1)               |
| 490 | (4, 0, 0, 1) | (3, 8, 5, 0) | t(4,1)               |
| 491 | (4, 0, 0, 2) | (3, 8, 5, 1) | t(4,2)               |
| 492 | (4, 0, 1, 1) | (4, 0, 1, 0) | t(4,1)               |
| 493 | (5, 8, 0, 1) | (4, 7, 5, 1) | t(3,0)               |
| 494 | (5, 8, 0, 2) | (4, 7, 0, 2) | t(2,8)               |
| 495 | (5, 8, 1, 1) | (4, 7, 0, 0) | t(4,1)               |
| 496 | (5, 0, 0, 1) | (5, 0, 5, 1) | t(3,0)               |
| 497 | (5, 0, 0, 2) | (4, 8, 5, 1) | t(4,2)               |
| 498 | (5, 0, 1, 1) | (4, 8, 0, 0) | t(4,1)               |
| 499 | (5, 1, 1, 2) | (4, 0, 0, 1) | t(4,2)               |
| 500 | (5, 1, 1, 3) | (4, 0, 0, 2) | t(4,3)               |
| 501 | (5, 1, 2, 2) | (5, 1, 2, 1) | t(4,2)               |
| 502 | (6, 0, 1, 2) | (5, 8, 0, 1) | t(4,2)               |
| 503 | (6, 0, 1, 3) | (5, 8, 0, 2) | t(4,3)               |
| 504 | (6, 0, 2, 2) | (5, 8, 1, 1) | t(4,2)               |
| 505 | (6, 1, 1, 2) | (6, 0, 0, 2) | t(3,1)               |
| 506 | (6, 1, 1, 3) | (5, 0, 0, 2) | t(4,3)               |
| 507 | (6, 1, 2, 2) | (5, 0, 1, 1) | t(4,2)               |
| 508 | (6, 2, 2, 3) | (5, 1, 1, 2) | t(4,3)               |
| 509 | (6, 2, 2, 4) | (5, 1, 1, 3) | t(4,4)               |
| 510 | (6, 2, 3, 3) | (6, 2, 2, 2) | t(4,3)               |
| 511 | (7, 1, 2, 3) | (6, 0, 1, 2) | t(4,3)               |
| 512 | (7, 1, 2, 4) | (6, 0, 1, 3) | t(4,4)               |
| 513 | (7, 1, 3, 3) | (6, 0, 2, 2) | t(4,3)               |
| 514 | (7, 2, 2, 3) | (6, 1, 1, 3) | t(3,2)               |
| 515 | (7, 2, 2, 4) | (6, 1, 2, 4) | t(2,2)               |
| 516 | (7, 2, 3, 3) | (6, 2, 2, 3) | t(3,3)               |
| 517 | (8, 2, 3, 4) | (7, 1, 3, 3) | t(4,4)               |
| 518 | (8, 2, 3, 5) | (7, 2, 2, 4) | t(4,5)               |
| 519 | (8, 2, 4, 4) | (7, 2, 3, 3) | t(4,4)               |
| 520 | (9, 2, 4, 5) | (8, 2, 3, 4) | t(4,5)               |
| 521 | (9, 2, 4, 0) | (8, 2, 3, 5) | t(4,0)               |
| 522 | (9, 2, 5, 5) | (8, 2, 4, 4) | t(4,5)               |
| 523 | (9, 3, 5, 0) | (9, 3, 4, 5) | t(4,0)               |
| 524 | (9, 3, 5, 1) | (9, 3, 4, 0) | t(4,1)               |
| 525 | (9, 3, 0, 0) | (9, 3, 5, 5) | t(4,0)               |
| 526 | (10, 2, 5, 0) | (9, 1, 4, 5) | t(4,0)               |
| 527 | (10, 2, 5, 1) | (9, 1, 4, 0) | t(4,1)               |
| 528 | (10, 2, 0, 0) | (9, 1, 5, 5) | t(4,0)               |
| 529 | (10, 3, 5, 0) | (9, 2, 4, 5) | t(4,0)               |
| 530 | (10, 3, 5, 1) | (9, 2, 4, 0) | t(4,1)               |
| 531 | (10, 3, 0, 0) | (9, 2, 5, 5) | t(4,0)               |
| 532 | (10, 4, 0, 1) | (10, 4, 5, 0) | t(4,1)               |
| 533 | (10, 4, 0, 2) | (10, 4, 5, 1) | t(4,2)               |
| 534 | (10, 4, 1, 1) | (10, 4, 0, 0) | t(4,1)               |
| 535 | (0, 3, 0, 1) | (10, 2, 5, 0) | t(4,1)               |
| 536 | (0, 3, 0, 2) | (10, 2, 5, 1) | t(4,2)               |
| 537 | (0, 3, 1, 1) | (10, 2, 0, 0) | t(4,1)               |
| 538 | (0, 4, 0, 1) | (10, 3, 5, 0) | t(4,1)               |
| 539 | (0, 4, 0, 2) | (10, 3, 5, 1) | t(4,2)               |
| 540 | (0, 4, 1, 1) | (10, 3, 0, 0) | t(4,1)               |
| 541 | (0, 5, 1, 2) | (0, 5, 0, 1) | t(4,2)               |
| 542 | (0, 5, 1, 3) | (0, 5, 0, 2) | t(4,3)               |
| 543 | (0, 5, 2, 2) | (0, 5, 1, 1) | t(4,2)               |
| 544 | (1, 4, 1, 2) | (0, 3, 0, 1) | t(4,2)               |
| 545 | (1, 4, 1, 3) | (0, 3, 0, 2) | t(4,3)               |
| 546 | (1, 4, 2, 2) | (0, 3, 1, 1) | t(4,2)               |
| 547 | (1, 5, 1, 2) | (0, 4, 0, 1) | t(4,2)               |
| 548 | (1, 5, 1, 3) | (0, 4, 0, 2) | t(4,3)               |
| 549 | (1, 5, 2, 2) | (0, 4, 1, 1) | t(4,2)               |
| 550 | (1, 6, 2, 3) | (1, 6, 1, 2) | t(4,3)               |
| 551 | (1, 6, 2, 4) | (1, 6, 1, 3) | t(4,4)               |
| 552 | (1, 6, 3, 3) | (1, 6, 2, 2) | t(4,3)               |
| 553 | (2, 5, 2, 3) | (1, 4, 2, 2) | t(4,3)               |
| 554 | (2, 5, 2, 4) | (1, 4, 2, 3) | t(4,4)               |
| 555 | (2, 5, 3, 3) | (1, 4, 2, 3) | t(3,3)               |
| 556 | (2, 6, 2, 3) | (1, 5, 1, 2) | t(4,3)               |
| 557 | (2, 6, 2, 4) | (1, 5, 1, 3) | t(4,4)               |
| 558 | (2, 6, 3, 3) | (1, 5, 2, 2) | t(4,3)               |
| 559 | (2, 7, 3, 4) | (1, 7, 2, 4) | t(3,3)               |
| 560 | (2, 7, 3, 5) | (2, 7, 2, 5) | t(3,3)               |
| 561 | (2, 7, 4, 4) | (1, 7, 3, 4) | t(3,4)               |
| 562 | (2, 8, 4, 5) | (2, 8, 3, 4) | t(4,5)               |
| 563 | (2, 8, 4, 0) | (2, 8, 3, 0) | t(3,4)               |
| 564 | (2, 8, 5, 5) | (1, 8, 4, 5) | t(3,5)               |
| 565 | (2, 8, 5, 0) | (2, 8, 4, 5) | t(4,0)               |
| 566 | (3, 8, 4, 5) | (2, 8, 4, 5) | t(1,3)               |
| 567 | (3, 8, 4, 0) | (2, 8, 4, 5) | t(4,0)               |
| 568 | (3, 8, 5, 5) | (2, 8, 4, 4) | t(4,5)               |
| 569 | (3, 0, 5, 0) | (2, 0, 4, 5) | t(4,0)               |
| 570 | (3, 0, 5, 1) | (2, 0, 4, 1) | t(3,5)               |
| 571 | (3, 0, 0, 0) | (2, 0, 5, 0) | t(3,0)               |
| 572 | (3, 0, 0, 1) | (3, 0, 5, 0) | t(4,1)               |
| 573 | (4, 0, 5, 0) | (3, 0, 5, 0) | t(1,4)               |
| 574 | (4, 0, 5, 1) | (4, 8, 4, 1) | t(3,5)               |
| 575 | (4, 0, 0, 0) | (3, 0, 5, 5) | t(4,0)               |
| 576 | (4, 1, 0, 1) | (4, 1, 5, 1) | t(3,0)               |
| 577 | (4, 1, 0, 2) | (4, 0, 5, 1) | t(4,2)               |
| 578 | (4, 1, 1, 1) | (4, 1, 0, 0) | t(4,1)               |
| 579 | (4, 1, 1, 2) | (4, 1, 0, 1) | t(4,2)               |
| 580 | (5, 1, 0, 1) | (5, 1, 5, 1) | t(3,0)               |
| 581 | (5, 1, 0, 2) | (5, 0, 5, 2) | t(3,0)               |
| 582 | (5, 1, 1, 1) | (5, 1, 0, 1) | t(3,1)               |
| 583 | (5, 2, 1, 2) | (5, 2, 0, 2) | t(3,1)               |
| 584 | (5, 2, 1, 3) | (5, 2, 0, 3) | t(3,1)               |
| 585 | (5, 2, 2, 2) | (5, 2, 1, 1) | t(4,2)               |
| 586 | (5, 2, 2, 3) | (5, 2, 1, 2) | t(4,3)               |
| 587 | (6, 2, 1, 2) | (6, 2, 0, 2) | t(3,1)               |
| 588 | (6, 2, 1, 3) | (6, 2, 0, 3) | t(3,1)               |
| 589 | (6, 2, 2, 2) | (6, 1, 1, 2) | t(3,2)               |
| 590 | (7, 2, 4, 3) | (6, 1, 3, 2) | t(4,3)               |
| 591 | (8, 2, 3, 3) | (7, 2, 2, 3) | t(3,3)               |
| 592 | (8, 2, 4, 3) | (7, 2, 3, 2) | t(4,3)               |
| 593 | (8, 2, 5, 4) | (7, 2, 4, 3) | t(4,4)               |
| 594 | (9, 2, 4, 4) | (8, 2, 3, 3) | t(4,4)               |
| 595 | (9, 2, 5, 4) | (8, 2, 4, 3) | t(4,4)               |
| 596 | (9, 2, 0, 5) | (8, 2, 5, 4) | t(4,5)               |
| 597 | (9, 3, 5, 5) | (9, 3, 4, 4) | t(4,5)               |
| 598 | (9, 3, 0, 5) | (9, 3, 5, 4) | t(4,5)               |
| 599 | (10, 2, 5, 5) | (9, 1, 4, 4) | t(4,5)               |
| 600 | (10, 2, 0, 5) | (9, 1, 5, 4) | t(4,5)               |
| 601 | (10, 3, 5, 5) | (9, 2, 4, 4) | t(4,5)               |
| 602 | (10, 3, 0, 5) | (9, 2, 5, 4) | t(4,5)               |
| 603 | (10, 3, 1, 0) | (9, 2, 0, 5) | t(4,0)               |
| 604 | (10, 4, 0, 0) | (10, 4, 5, 5) | t(4,0)               |
| 605 | (10, 4, 1, 0) | (10, 4, 0, 5) | t(4,0)               |
| 606 | (0, 3, 0, 0) | (10, 2, 5, 5) | t(4,0)               |
| 607 | (0, 3, 1, 0) | (10, 2, 0, 5) | t(4,0)               |
| 608 | (0, 4, 0, 0) | (10, 3, 5, 5) | t(4,0)               |
| 609 | (0, 4, 1, 0) | (10, 3, 0, 5) | t(4,0)               |
| 610 | (0, 4, 2, 1) | (10, 3, 1, 0) | t(4,1)               |
| 611 | (0, 5, 1, 1) | (0, 5, 0, 0) | t(4,1)               |
| 612 | (0, 5, 2, 1) | (0, 5, 1, 0) | t(4,1)               |
| 613 | (1, 4, 1, 1) | (0, 3, 0, 0) | t(4,1)               |
| 614 | (1, 4, 2, 1) | (0, 3, 1, 0) | t(4,1)               |
| 615 | (1, 5, 1, 1) | (0, 4, 0, 0) | t(4,1)               |
| 616 | (1, 5, 2, 1) | (0, 4, 1, 0) | t(4,1)               |
| 617 | (1, 5, 3, 2) | (0, 4, 2, 1) | t(4,2)               |
| 618 | (1, 6, 2, 2) | (1, 6, 1, 1) | t(4,2)               |
| 619 | (1, 6, 3, 2) | (1, 6, 2, 1) | t(4,2)               |
| 620 | (2, 5, 2, 2) | (1, 4, 1, 2) | t(3,2)               |
| 621 | (2, 5, 3, 2) | (1, 4, 2, 1) | t(4,2)               |
| 622 | (2, 6, 2, 2) | (1, 5, 1, 1) | t(4,2)               |
| 623 | (2, 6, 3, 2) | (1, 5, 2, 1) | t(4,2)               |
| 624 | (2, 6, 4, 3) | (1, 5, 3, 2) | t(4,3)               |
| 625 | (2, 6, 5, 4) | (1, 5, 4, 3) | t(4,4)               |
| 626 | (2, 7, 5, 4) | (2, 7, 4, 4) | t(3,5)               |
| 627 | (3, 6, 4, 4) | (3, 6, 4, 3) | t(4,4)               |
| 628 | (3, 6, 5, 4) | (2, 6, 4, 3) | t(4,4)               |
| 629 | (3, 7, 4, 4) | (2, 7, 4, 4) | t(1,3)               |
| 630 | (3, 7, 5, 4) | (2, 7, 4, 4) | t(3,5)               |
| 631 | (3, 7, 0, 5) | (2, 6, 5, 4) | t(4,5)               |
| 632 | (3, 8, 0, 5) | (2, 8, 5, 4) | t(4,5)               |
| 633 | (4, 7, 5, 5) | (3, 6, 4, 4) | t(4,5)               |
| 634 | (4, 7, 0, 5) | (3, 6, 5, 4) | t(4,5)               |
| 635 | (4, 8, 5, 5) | (3, 8, 5, 5) | t(1,4)               |
| 636 | (4, 8, 0, 5) | (3, 8, 0, 5) | t(1,4)               |
| 637 | (4, 8, 1, 0) | (3, 7, 0, 5) | t(4,0)               |
| 638 | (4, 0, 1, 0) | (4, 0, 0, 5) | t(4,0)               |
| 639 | (5, 8, 0, 0) | (4, 7, 5, 5) | t(4,0)               |
| 640 | (5, 8, 1, 0) | (4, 7, 0, 5) | t(4,0)               |
| 641 | (5, 0, 0, 0) | (4, 0, 5, 0) | t(3,0)               |
| 642 | (5, 0, 1, 0) | (4, 0, 0, 0) | t(3,1)               |
| 643 | (5, 0, 2, 1) | (4, 8, 1, 0) | t(4,1)               |
| 644 | (5, 1, 2, 1) | (5, 1, 1, 0) | t(4,1)               |
| 645 | (6, 0, 1, 1) | (5, 8, 0, 0) | t(4,1)               |
| 646 | (6, 0, 2, 1) | (5, 8, 1, 0) | t(4,1)               |
| 647 | (6, 1, 1, 1) | (6, 0, 0, 0) | t(4,1)               |
| 648 | (6, 1, 2, 1) | (6, 1, 1, 1) | t(3,2)               |
| 649 | (6, 1, 3, 2) | (5, 0, 2, 1) | t(4,2)               |
| 650 | (6, 2, 3, 2) | (6, 2, 2, 1) | t(4,2)               |
| 651 | (7, 1, 2, 2) | (7, 1, 1, 2) | t(3,2)               |
| 652 | (7, 1, 3, 2) | (6, 0, 2, 1) | t(4,2)               |
| 653 | (7, 2, 2, 2) | (7, 1, 1, 2) | t(3,2)               |
| 654 | (7, 2, 3, 2) | (6, 1, 2, 2) | t(3,3)               |
| 655 | (7, 2, 4, 2) | (6, 1, 3, 1) | t(4,2)               |
| 656 | (8, 2, 3, 2) | (7, 2, 3, 1) | t(4,2)               |
| 657 | (8, 2, 4, 2) | (7, 1, 3, 2) | t(3,4)               |
| 658 | (8, 2, 5, 3) | (7, 1, 4, 2) | t(4,3)               |
| 659 | (9, 2, 4, 3) | (8, 2, 3, 2) | t(4,3)               |
| 660 | (9, 2, 5, 3) | (8, 2, 4, 2) | t(4,3)               |
| 661 | (9, 2, 0, 4) | (8, 2, 5, 3) | t(4,4)               |
| 662 | (9, 3, 5, 4) | (9, 3, 4, 3) | t(4,4)               |
| 663 | (9, 3, 0, 4) | (9, 3, 5, 3) | t(4,4)               |
| 664 | (10, 2, 5, 4) | (9, 1, 4, 3) | t(4,4)               |
| 665 | (10, 2, 0, 4) | (9, 1, 5, 3) | t(4,4)               |
| 666 | (10, 3, 5, 4) | (9, 2, 4, 3) | t(4,4)               |
| 667 | (10, 3, 0, 4) | (9, 2, 5, 3) | t(4,4)               |
| 668 | (10, 3, 1, 5) | (9, 2, 0, 4) | t(4,5)               |
| 669 | (10, 4, 0, 5) | (10, 4, 5, 4) | t(4,5)               |
| 670 | (10, 4, 1, 5) | (10, 4, 0, 4) | t(4,5)               |
| 671 | (0, 3, 0, 5) | (10, 2, 5, 4) | t(4,5)               |
| 672 | (0, 3, 1, 5) | (10, 2, 0, 4) | t(4,5)               |
| 673 | (0, 4, 0, 5) | (10, 3, 5, 4) | t(4,5)               |
| 674 | (0, 4, 1, 5) | (10, 3, 0, 4) | t(4,5)               |
| 675 | (0, 4, 2, 0) | (10, 3, 1, 5) | t(4,0)               |
| 676 | (0, 5, 1, 0) | (0, 5, 0, 5) | t(4,0)               |
| 677 | (0, 5, 2, 0) | (0, 5, 1, 5) | t(4,0)               |
| 678 | (1, 4, 1, 0) | (0, 3, 0, 5) | t(4,0)               |
| 679 | (1, 4, 2, 0) | (0, 3, 1, 5) | t(4,0)               |
| 680 | (1, 5, 1, 0) | (0, 4, 0, 5) | t(4,0)               |
| 681 | (1, 5, 2, 0) | (0, 4, 1, 5) | t(4,0)               |
| 682 | (1, 5, 3, 1) | (0, 4, 2, 0) | t(4,1)               |
| 683 | (1, 6, 2, 1) | (1, 6, 1, 0) | t(4,1)               |
| 684 | (1, 6, 3, 1) | (1, 6, 2, 0) | t(4,1)               |
| 685 | (2, 5, 2, 1) | (1, 4, 2, 0) | t(4,1)               |
| 686 | (2, 5, 3, 1) | (1, 4, 2, 1) | t(3,3)               |
| 687 | (2, 6, 2, 1) | (1, 5, 1, 0) | t(4,1)               |
| 688 | (2, 6, 3, 1) | (1, 5, 2, 0) | t(4,1)               |
| 689 | (2, 6, 4, 2) | (1, 5, 3, 1) | t(4,2)               |
| 690 | (2, 7, 3, 2) | (2, 6, 3, 1) | t(4,2)               |
| 691 | (2, 7, 4, 2) | (2, 6, 3, 2) | t(3,4)               |
